date.x,days_from_start.x,county,state,fips,log_rolled_cases.x,r.lm,t0.lm,predicted.lm,r.slm,t0.slm,predicted.slm,date.y,days_from_start.y,log_rolled_cases.y
2022-12-25,1069,Autauga,Alabama,1001,5.62607830032213,0.0239594794424319,834.183617038088,5.79379465641915,0.0239594794424276,834.183617038047,5.79379465641912,2023-01-01,1076,
2022-12-25,1069,Baldwin,Alabama,1003,6.6778028857386,0.00450491797094245,-413.336177664423,6.7093373115352,0.00450491797094355,-413.336177664062,6.7093373115352,2023-01-01,1076,
2022-12-25,1069,Barbour,Alabama,1005,3.83791503327442,0.0249234084524599,915.01163036769,4.01237889244164,0.0249234084524557,915.011630367664,4.01237889244161,2023-01-01,1076,
2022-12-25,1069,Bibb,Alabama,1007,3.95945169899926,0.0388937911212811,967.198360590444,4.23170823684822,0.0388937911212732,967.198360590423,4.23170823684817,2023-01-01,1076,
2022-12-25,1069,Blount,Alabama,1009,5.41355748920031,0.0277526685291609,873.935605254966,5.60782616890443,0.0277526685291551,873.935605254926,5.60782616890439,2023-01-01,1076,
2022-12-25,1069,Bullock,Alabama,1011,3.41538201665411,0.0530244683082198,1004.58856645575,3.78655329481165,0.0530244683082177,1004.58856645575,3.78655329481163,2023-01-01,1076,
2022-12-25,1069,Butler,Alabama,1013,4.43759648582869,0.0118947876521522,695.929322691542,4.52085999939376,0.0118947876521496,695.929322691461,4.52085999939374,2023-01-01,1076,
2022-12-25,1069,Calhoun,Alabama,1015,6.12092516536202,0.0183665707484545,735.735546379714,6.2494911606012,0.0183665707484533,735.735546379691,6.2494911606012,2023-01-01,1076,
2022-12-25,1069,Chambers,Alabama,1017,5.08935845022578,0.000880669365593715,-4709.96614672718,5.09552313578494,0.000880669365592723,-4709.96614673369,5.09552313578493,2023-01-01,1076,
2022-12-25,1069,Cherokee,Alabama,1019,5.42432049275177,-0.0352650213923999,1222.81588550293,5.17746534300497,0,1068,5.42432049275177,2023-01-01,1076,
2022-12-25,1069,Chilton,Alabama,1021,4.44096917030733,0.0204088716312105,851.400063533355,4.58383127172581,0.020408871631207,851.400063533317,4.58383127172578,2023-01-01,1076,
2022-12-25,1069,Clarke,Alabama,1025,4.51867815463465,0.00625002034517207,346.01384874288,4.56242829705085,0.00625002034517141,346.013848742805,4.56242829705085,2023-01-01,1076,
2022-12-25,1069,Clay,Alabama,1027,4.32129039948605,0.0210937830598039,864.139146580081,4.46894688090468,0.0210937830597997,864.139146580041,4.46894688090465,2023-01-01,1076,
2022-12-25,1069,Cleburne,Alabama,1029,3.31158522297247,0.0589983407619549,1012.86985836883,3.72457360830615,0.0589983407619532,1012.86985836883,3.72457360830614,2023-01-01,1076,
2022-12-25,1069,Coffee,Alabama,1031,4.76461296039711,0.00121876919412971,-2840.36445009129,4.77314434475602,0.00121876919412856,-2840.36445009501,4.77314434475601,2023-01-01,1076,
