"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days"
1001,"Autauga","Alabama",889,"2022-06-28",6.05309706418864,694.209289721196,0.031893537124639,6.43581950968431,6.27755764795452,6.27635182406111,21.7331548348227
1003,"Baldwin","Alabama",889,"2022-06-28",7.47054968322929,329.775568547821,0.0134792861145709,7.63230111660414,7.56857115319806,7.56490468603129,51.4231372988415
1005,"Barbour","Alabama",889,"2022-06-28",4.81912882772523,730.304719025113,0.0312249415205047,5.17382545866444,5.03848104308167,5.03770341836876,22.1985101270653
1007,"Bibb","Alabama",889,"2022-06-28",5.02669610224644,596.028397201626,0.0173394514119761,5.20134303169501,5.15220397437447,5.14807226213027,39.9751505449128
1009,"Blount","Alabama",889,"2022-06-28",5.33133757757617,741.726888964711,0.0374725592122169,5.78100828812277,5.59308529842222,5.59364549206169,18.4974604118836
1011,"Bullock","Alabama",889,"2022-06-28",4.36944785246702,636.53487945968,0.0175937357262106,4.56496076095578,4.49745871249927,4.49260400255049,39.3973850321802
1013,"Butler","Alabama",889,"2022-06-28",4.72104664337389,736.18361367141,0.0317800006284952,5.07896485796641,4.94427641165929,4.94350664777336,21.810798201761
1015,"Calhoun","Alabama",889,"2022-06-28",6.13401762170296,762.249882977666,0.0503820264959394,6.73860193965423,6.48331625785863,6.48669180717454,13.7578265260094
1017,"Chambers","Alabama",889,"2022-06-28",5.16478597392351,800.619923973018,0.0619426872704235,5.90809822116859,5.59453646623745,5.59838478481647,11.1901373851262
1019,"Cherokee","Alabama",889,"2022-06-28",4.19612725653204,803.661829446066,0.0517889246666719,4.78209455867601,4.55517597519037,4.55864972919874,13.3840813459873
1021,"Chilton","Alabama",889,"2022-06-28",4.80636022708643,764.271080273836,0.0401436865719594,5.28808446594994,5.08697973857654,5.08736603309015,17.2666548528732
1023,"Choctaw","Alabama",889,"2022-06-28",3.38680864421006,738.71334592051,0.0231437935176245,3.64020984509374,3.55244617812747,3.54881519883343,29.9495923186533
1025,"Clarke","Alabama",889,"2022-06-28",4.61935482098004,773.551257291521,0.0415490090194092,5.08762391520991,4.91004422924947,4.9101978841159,16.6826404989864
1027,"Clay","Alabama",889,"2022-06-28",4.41539232851768,766.926057769054,0.0374561059745683,4.83460725875762,4.67630393866852,4.67758507033966,18.50558573896
1029,"Cleburne","Alabama",889,"2022-06-28",3.25809653802148,833.401172968291,0.0635242917436008,3.97654615116949,3.70394774139616,3.70276658022669,10.9115294564425
1031,"Coffee","Alabama",889,"2022-06-28",5.75302605075813,482.321872771065,0.0143224777770367,5.92489578408257,5.85849834189746,5.85328339519739,48.3957588449725
1033,"Colbert","Alabama",889,"2022-06-28",5.76070276490889,732.205958478784,0.0379507832269144,6.21611216363187,6.02532220834499,6.02635824749729,18.2643708936255
1035,"Conecuh","Alabama",889,"2022-06-28",4.08957128346944,806.789840667265,0.0525734479580004,4.69008566900444,4.45861371529588,4.45758541917544,13.184358406808
1037,"Coosa","Alabama",889,"2022-06-28",3.96759285658296,769.592328209313,0.0343596111807292,4.34331845298923,4.20949972679122,4.20811013484806,20.1733126988556
1039,"Covington","Alabama",889,"2022-06-28",5.2040066870768,804.649180868257,0.0655822680095688,5.99099390319163,5.65032135923277,5.66308256314378,10.569124880811
1041,"Crenshaw","Alabama",889,"2022-06-28",4.34194841110647,742.644243646515,0.0305196372022942,4.68036204679178,4.55782841262796,4.55558587152253,22.7115144248124
1043,"Cullman","Alabama",889,"2022-06-28",6.24666032209686,751.906859135809,0.047289815967956,6.81413811371233,6.57418058334479,6.57768903387255,14.6574302811757
1045,"Dale","Alabama",889,"2022-06-28",5.64947712979866,720.541106005663,0.0343798895517154,6.03225739639144,5.88973013012696,5.89013635666067,20.1614138264549
1047,"Dallas","Alabama",889,"2022-06-28",5.16478597392351,732.323118222476,0.0339306574622331,5.55366421007958,5.40303316421179,5.40230057615914,20.4283451133082
1049,"DeKalb","Alabama",889,"2022-06-28",5.11628148323124,754.780108266151,0.0395936060198001,5.59140475546884,5.39192266339223,5.39343672536984,17.5065433598878
1051,"Elmore","Alabama",889,"2022-06-28",6.39000094514163,625.945922385859,0.0247622552769593,6.68714800846514,6.56505928750297,6.56333673208035,27.9920860522306
1053,"Escambia","Alabama",889,"2022-06-28",5.43870023412166,3412.59750006568,-0.00215403147360503,5.42083022153722,5.43135070637488,5.42362201380642,-321.790646540498
1055,"Etowah","Alabama",889,"2022-06-28",5.75030249029109,745.967332447817,0.0416589970495006,6.2502104548851,6.03990752003461,6.04191546963759,16.6385950131331
1057,"Fayette","Alabama",889,"2022-06-28",3.76782265645406,723.545939200411,0.0233494091225686,4.02670042045791,3.93461726272794,3.93126852031204,29.6858553002944
1059,"Franklin","Alabama",889,"2022-06-28",4.65123555283134,754.672208413419,0.0359169389741814,5.07606166577105,4.90245602863471,4.90265412565061,19.2986150924
1061,"Geneva","Alabama",889,"2022-06-28",4.80284939843637,537.383645590089,0.0138865075230251,4.97992870339308,4.90451853848606,4.90005495109755,49.915155370106
1063,"Greene","Alabama",889,"2022-06-28",3.69244452027843,809.557399382115,0.0491351157494153,4.24736718704027,4.03815775745086,4.03639033052434,14.1069613857212
1065,"Hale","Alabama",889,"2022-06-28",4.62216776235667,822.063912495186,0.0740268138803346,5.47325298875902,5.12327672487705,5.14035545951901,9.36346094376597
1067,"Henry","Alabama",889,"2022-06-28",4.7585042059088,697.064360641206,0.0253267952097882,5.03840219796846,4.93755889141321,4.93579177237732,27.3681361900877
1069,"Houston","Alabama",889,"2022-06-28",6.42648845745769,580.238454841749,0.0211563595191408,6.68036477168738,6.57825025545661,6.57458297409168,32.763064927727
1071,"Jackson","Alabama",889,"2022-06-28",5.21415905854081,406.749641538669,0.0109270435605862,5.34605997893937,5.29690250132611,5.29064836346491,63.4341006070594
1073,"Jefferson","Alabama",889,"2022-06-28",8.6200076113787,362.576903925094,0.0165316950404905,8.81838795186459,8.73800692871964,8.73572947666213,41.9283793260308
1075,"Lamar","Alabama",889,"2022-06-28",4.00992722040952,808.525237510834,0.0524428251911693,4.58742367785837,4.3762657858754,4.37702699674771,13.2171975486298
1077,"Lauderdale","Alabama",889,"2022-06-28",6.22172556619106,504.567889894429,0.0163974671633878,6.41849517215172,6.34005716102031,6.33650783633477,42.2716004644669
1079,"Lawrence","Alabama",889,"2022-06-28",4.71594459149,740.592671912332,0.0330529631356341,5.13667268628909,4.9478768094672,4.94731533343944,20.9708030628174
1081,"Lee","Alabama",889,"2022-06-28",6.71866802927398,591.004287785918,0.0229309431817381,6.99383934745484,6.88012899720916,6.87918463154615,30.2275913845515
1083,"Limestone","Alabama",889,"2022-06-28",6.35287824539389,496.748318202666,0.0164050371993443,6.54973869178602,6.47084345761918,6.4677135057893,42.2520944108345
1085,"Lowndes","Alabama",889,"2022-06-28",4.13402304604028,550.322749653005,0.0124764487738856,4.3128245062519,4.22924747222445,4.22135818745748,55.55644824277
1087,"Macon","Alabama",889,"2022-06-28",4.70953020131233,761.379491896184,0.0384073616570325,5.17041854119672,4.97607434440471,4.97838173291156,18.0472479924439
1089,"Madison","Alabama",889,"2022-06-28",7.82129938518819,4426.79243423121,-0.00220766514843408,7.79480740340698,7.8075839702443,7.80584572914915,-313.972968704788
1091,"Marengo","Alabama",889,"2022-06-28",4.72865124275911,793.431072020311,0.0523141047010009,5.36580163739888,5.09267589508305,5.09484997566612,13.2497188764216
1093,"Marion","Alabama",889,"2022-06-28",5.10160707230198,496.847205695524,0.0131772446107927,5.25973400763149,5.19741377127821,5.19384778457753,52.6018299753069
1095,"Marshall","Alabama",889,"2022-06-28",5.82135384770199,743.147919229069,0.0413295552031588,6.3173085101399,6.10784638483629,6.1106607341241,16.7712228489449
1097,"Mobile","Alabama",889,"2022-06-28",7.70326563050414,635.443172685043,0.0309919695778182,8.07516926543796,7.92082659663138,7.92020941754887,22.3653801291819
1099,"Monroe","Alabama",889,"2022-06-28",4.61512051684126,755.389832050372,0.0357157574009408,5.02199864659444,4.86484556799568,4.86513081864785,19.4073213337956
1101,"Montgomery","Alabama",889,"2022-06-28",7.45132464155996,544.181500379572,0.0219273660789009,7.71445303450677,7.60697246458814,7.60481620411227,31.611055247849
1103,"Morgan","Alabama",889,"2022-06-28",6.62273632394984,666.242181708157,0.0304133113377998,6.98769606000344,6.83576376829473,6.83562950331444,22.7909145722799
1105,"Perry","Alabama",889,"2022-06-28",3.96217278911362,509.710548676167,0.010628717780634,4.10576155975698,4.04448144124433,4.03657381357806,65.2145625526807
1107,"Pickens","Alabama",889,"2022-06-28",4.48057830840238,646.714945269757,0.0188245735817546,4.69268485560117,4.61650470730862,4.61235032347466,36.8214014277469
1109,"Pike","Alabama",889,"2022-06-28",4.48542093287817,798.376521356557,0.0526125984170558,5.1362248779435,4.85171758617976,4.85370912179756,13.1745475687291
1111,"Randolph","Alabama",889,"2022-06-28",4.29241447598419,826.048397665632,0.0735831318038162,5.14725797445793,4.79973389096077,4.8074963986109,9.41991953275352
1113,"Russell","Alabama",889,"2022-06-28",5.47167025335923,771.85798921968,0.0487923322872988,6.05717824080681,5.80960863526409,5.81321657937032,14.2060677993124
1115,"St. Clair","Alabama",889,"2022-06-28",6.51893656198872,676.238014641876,0.031376945839018,6.89545991205693,6.73739410198262,6.73857518286185,22.0909703613664
1117,"Shelby","Alabama",889,"2022-06-28",7.32712329225929,6536.56377896449,-0.00129624778751308,7.31156831880913,7.31787975333373,7.3180495577467,-534.73354958606
1119,"Sumter","Alabama",889,"2022-06-28",4.02789946281395,813.182032336932,0.0563477438195997,4.66660562553844,4.42107386410892,4.42233366955115,12.3012410714987
1121,"Talladega","Alabama",889,"2022-06-28",5.89282741054397,708.02092782853,0.0334859556754688,6.2946588786496,6.1274521216193,6.12722910027225,20.6996385970771
1123,"Tallapoosa","Alabama",889,"2022-06-28",5.37527840768417,689.156472012388,0.0275876672076371,5.70633041417581,5.56984760506842,5.56839207813763,25.1252552578299
